model,IFEval,BBH,MATH_Lvl5,GPQA,MUSR,MMLU-PRO
Triangle104/Pantheon_ChatWaifu_V0.2,0.19963031423290203,0.5519875021697622,0.05664652567975831,0.3179530201342282,0.4748677248677249,0.34424867021276595
Triangle104/Phi-4-AbliteratedRP,0.4269870609981516,0.6698489845512932,0.3074018126888218,0.3951342281879195,0.5092592592592593,0.530751329787234
Triangle104/Phi4-RP-o1-Ablit,0.012939001848428836,0.661169935775039,0.38821752265861026,0.36325503355704697,0.4748677248677249,0.5104720744680851
Triangle104/Phi4-RP-o1,0.009242144177449169,0.6637736504079152,0.3776435045317221,0.3733221476510067,0.4748677248677249,0.5110538563829787
Triangle104/Porpoise-R1-Llama3.2-3b,0.3752310536044362,0.37927443152230517,0.04229607250755287,0.26677852348993286,0.35714285714285715,0.21168550531914893
Triangle104/Q2.5-14B-Instruct-1M-Harmony,0.5341959334565619,0.6332233987155008,0.3768882175226586,0.375,0.47883597883597884,0.5074800531914894
Triangle104/Q2.5-AthensCOT,0.38817005545286504,0.551466759243187,0.29154078549848944,0.30033557046979864,0.4576719576719577,0.4379155585106383
Triangle104/Q2.5-CodeR1-3B,0.2846580406654344,0.4646762714806457,0.16389728096676737,0.3036912751677852,0.4312169312169312,0.2978723404255319
Triangle104/Q2.5-EVACOT-7b,0.5249537892791127,0.5476479777816351,0.2824773413897281,0.3179530201342282,0.4497354497354497,0.43309507978723405
Triangle104/Q2.5-EvaHumane-RP,0.2975970425138632,0.5292483943759764,0.29229607250755285,0.3187919463087248,0.42724867724867727,0.4412400265957447
Triangle104/Q2.5-Humane-RP,0.37153419593345655,0.5627495226523173,0.3391238670694864,0.3187919463087248,0.4523809523809524,0.44921875
Triangle104/Q2.5-Instruct-1M_Harmony,0.5397412199630314,0.5342822426662038,0.3323262839879154,0.32298657718120805,0.46825396825396826,0.43658577127659576
Triangle104/Q2.5-R1-3B,0.34750462107208874,0.4780420065960771,0.2673716012084592,0.30956375838926176,0.4312169312169312,0.38131648936170215
Triangle104/Q2.5-R1-7B,0.09057301293900184,0.2982121159520916,0.01661631419939577,0.2525167785234899,0.35978835978835977,0.1180186170212766
Triangle104/Robo-Gutenberg_V1.0,0.5360443622920518,0.6516229821211595,0.4561933534743202,0.3859060402684564,0.47354497354497355,0.5391456117021277
Triangle104/Rocinante-Prism_V2.0,0.21626617375231053,0.5335879187641035,0.11102719033232629,0.32046979865771813,0.4444444444444444,0.3640292553191489
Triangle104/Rocinante-Prism_V2.1,0.21072088724584104,0.5302898802291269,0.11253776435045318,0.3196308724832215,0.44841269841269843,0.3651097074468085
Triangle104/RomboHermes3-R1-Llama3.2-3b,0.22735674676524953,0.42666203784065265,0.08157099697885196,0.2835570469798658,0.36507936507936506,0.2957114361702128
Triangle104/Rombos-Novasky-7B_V1c,0.3364140480591497,0.43308453393508073,0.08534743202416918,0.2961409395973154,0.44576719576719576,0.27376994680851063
Triangle104/Set-70b,0.7264325323475046,0.7000520742926575,0.3640483383685801,0.4463087248322148,0.46825396825396826,0.5442154255319149
Tsunami-th/Tsunami-0.5-7B-Instruct,0.7042513863216266,0.549557368512411,0.5045317220543807,0.3087248322147651,0.4246031746031746,0.44132313829787234
Tsunami-th/Tsunami-0.5x-7B-Instruct,0.6728280961182994,0.5563270265578892,0.4206948640483384,0.3145973154362416,0.4656084656084656,0.44581117021276595
Tsunami-th/Tsunami-1.0-14B-Instruct,0.7504621072088724,0.6417288665162298,0.45845921450151056,0.3565436241610738,0.4444444444444444,0.5248503989361702
Tsunami-th/Tsunami-1.0-7B-Instruct,0.6931608133086876,0.5462593299774344,0.4335347432024169,0.31291946308724833,0.44841269841269843,0.4424035904255319
UCLA-AGI/Gemma-2-9B-It-SPPO-Iter1,0.29390018484288355,0.5955563270265579,0.08987915407854985,0.33640939597315433,0.4087301587301587,0.39070811170212766
UCLA-AGI/Gemma-2-9B-It-SPPO-Iter2,0.29390018484288355,0.5976392987328589,0.08081570996978851,0.3347315436241611,0.4126984126984127,0.386968085106383
UCLA-AGI/Gemma-2-9B-It-SPPO-Iter3,0.30129390018484287,0.5992015275125846,0.07099697885196375,0.3389261744966443,0.41534391534391535,0.382563164893617
UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter1,0.6876155268022182,0.5045998958514147,0.1148036253776435,0.2676174496644295,0.3558201058201058,0.37109375
UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter2,0.6543438077634011,0.507377191459816,0.10347432024169184,0.26677852348993286,0.3584656084656085,0.36918218085106386
UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter3,0.6414048059149723,0.5063357056066655,0.09592145015105741,0.2651006711409396,0.36507936507936506,0.3644448138297872
UCLA-AGI/Mistral7B-PairRM-SPPO-Iter1,0.4399260628465804,0.4459295261239368,0.024924471299093656,0.2835570469798658,0.39814814814814814,0.26953125
UCLA-AGI/Mistral7B-PairRM-SPPO-Iter2,0.3807763401109057,0.44558236417288666,0.02190332326283988,0.28859060402684567,0.4074074074074074,0.2677027925531915
UCLA-AGI/Mistral7B-PairRM-SPPO-Iter3,0.36414048059149723,0.4382919632008332,0.023413897280966767,0.2751677852348993,0.4060846560846561,0.2657912234042553
UCLA-AGI/Mistral7B-PairRM-SPPO,0.3733826247689464,0.4412428397847596,0.030966767371601207,0.28104026845637586,0.3955026455026455,0.26205119680851063
UKzExecution/LlamaExecutor-8B-3.0.5,0.7024029574861368,0.4992188856101371,0.10196374622356495,0.2558724832214765,0.37433862433862436,0.3625332446808511
Unbabel/TowerInstruct-Mistral-7B-v0.2,0.21256931608133087,0.38604408956778336,0.02039274924471299,0.24748322147651006,0.45105820105820105,0.19680851063829788
Undi95/MG-FinalMix-72B,0.7634011090573013,0.6958861308800556,0.3972809667673716,0.3850671140939597,0.48148148148148145,0.542719414893617
Undi95/Phi4-abliterated,0.6136783733826248,0.6788751952785975,0.37009063444108764,0.33053691275167785,0.4021164021164021,0.528091755319149
V3N0M/Jenna-Tiny-2.0,0.1645101663585952,0.31018920326332233,0.012084592145015106,0.25,0.335978835978836,0.1146941489361702
VAGOsolutions/Llama-3-SauerkrautLM-70b-Instruct,0.7707948243992606,0.6639472313834404,0.2280966767371601,0.32802013422818793,0.43253968253968256,0.5392287234042553
VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,0.7060998151571165,0.492622808540184,0.06646525679758308,0.3087248322147651,0.42328042328042326,0.3857214095744681
VAGOsolutions/Llama-3.1-SauerkrautLM-70b-Instruct,0.8391866913123844,0.6993577503905571,0.3693353474320242,0.3414429530201342,0.4695767195767196,0.5334940159574468
VAGOsolutions/Llama-3.1-SauerkrautLM-8b-Instruct,0.7689463955637708,0.5080715153619163,0.19410876132930513,0.2902684563758389,0.414021164021164,0.3890458776595745
VAGOsolutions/SauerkrautLM-1.5b,0.17744916820702403,0.36833883006422496,0.03625377643504532,0.2709731543624161,0.373015873015873,0.21509308510638298
VAGOsolutions/SauerkrautLM-7b-HerO,0.47689463955637706,0.49123416073598336,0.03927492447129909,0.2726510067114094,0.3915343915343915,0.30460438829787234
VAGOsolutions/SauerkrautLM-7b-LaserChat,0.5452865064695009,0.4521784412428398,0.07779456193353475,0.30033557046979864,0.414021164021164,0.3304521276595745
VAGOsolutions/SauerkrautLM-Gemma-2b,0.19408502772643252,0.33987155007811143,0.027945619335347432,0.25671140939597314,0.3664021164021164,0.14685837765957446
VAGOsolutions/SauerkrautLM-Gemma-7b,0.27726432532347506,0.4164207602846728,0.06722054380664652,0.2860738255033557,0.3584656084656085,0.2961269946808511
VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct,0.5064695009242144,0.5243881270612741,0.09818731117824774,0.2978187919463087,0.4193121693121693,0.3650265957446808
VAGOsolutions/SauerkrautLM-Nemo-12b-Instruct,0.5619223659889094,0.5186599548689463,0.12235649546827794,0.30956375838926176,0.44576719576719576,0.33851396276595747
VAGOsolutions/SauerkrautLM-Phi-3-medium,0.3733826247689464,0.6413817045651796,0.16012084592145015,0.3347315436241611,0.48412698412698413,0.46650598404255317
VAGOsolutions/SauerkrautLM-SOLAR-Instruct,0.43068391866913125,0.5151883353584447,0.0634441087613293,0.3053691275167785,0.3955026455026455,0.31831781914893614
VAGOsolutions/SauerkrautLM-gemma-2-2b-it,0.12384473197781885,0.4204131227217497,0.02190332326283988,0.2726510067114094,0.39814814814814814,0.269281914893617
VAGOsolutions/SauerkrautLM-gemma-2-9b-it,0.2846580406654344,0.6071862523867384,0.08383685800604229,0.3271812080536913,0.4312169312169312,0.40907579787234044
VAGOsolutions/SauerkrautLM-v2-14b-DPO,0.7005545286506469,0.9,0.3164652567975831,0.3383838383838384,0.548,0.51171875
VAGOsolutions/SauerkrautLM-v2-14b-SFT,0.6451016635859519,0.912,0.3285498489425982,0.35858585858585856,0.536,0.5205285904255319
VIRNECT/llama-3-Korean-8B-r-v-0.1,0.4195933456561922,0.4787363304981774,0.08610271903323263,0.2424496644295302,0.3664021164021164,0.3259640957446808
VIRNECT/llama-3-Korean-8B,0.42513863216266173,0.49001909390730775,0.10800604229607251,0.2709731543624161,0.3637566137566138,0.3536402925531915
ValiantLabs/Llama3-70B-Fireplace,0.7393715341959335,0.6464155528554071,0.21450151057401812,0.3548657718120805,0.44312169312169314,0.4892785904255319
ValiantLabs/Llama3-70B-ShiningValiant2,0.5600739371534196,0.6330498177399757,0.20770392749244712,0.33053691275167785,0.4312169312169312,0.48977726063829785
ValiantLabs/Llama3.1-70B-ShiningValiant2,0.4787430683918669,0.6729734421107446,0.29154078549848944,0.3926174496644295,0.4669312169312169,0.5172872340425532
ValiantLabs/Llama3.1-8B-Cobalt,0.2735674676524954,0.492622808540184,0.1268882175226586,0.3036912751677852,0.3955026455026455,0.3644448138297872
ValiantLabs/Llama3.1-8B-Enigma,0.20517560073937152,0.446276688074987,0.0891238670694864,0.287751677852349,0.4193121693121693,0.34092420212765956
ValiantLabs/Llama3.1-8B-Esper2,0.18853974121996303,0.446276688074987,0.05891238670694864,0.2726510067114094,0.3558201058201058,0.29039228723404253
ValiantLabs/Llama3.1-8B-Fireplace2,0.47689463955637706,0.4586009373372678,0.08761329305135952,0.28942953020134227,0.335978835978836,0.24235372340425532
ValiantLabs/Llama3.1-8B-ShiningValiant2,0.5988909426987061,0.4775212636695018,0.05664652567975831,0.3104026845637584,0.39021164021164023,0.33818151595744683
ValiantLabs/Llama3.2-3B-Enigma,0.21072088724584104,0.3709425446971012,0.04380664652567976,0.26174496644295303,0.3915343915343915,0.2427692819148936
ValiantLabs/Llama3.2-3B-Esper2,0.20702402957486138,0.38118382225308106,0.03625377643504532,0.2701342281879195,0.3544973544973545,0.22573138297872342
ValiantLabs/Llama3.2-3B-ShiningValiant2,0.19408502772643252,0.4214546085749002,0.0823262839879154,0.2802013422818792,0.3862433862433862,0.28291223404255317
Vikhrmodels/Vikhr-Llama3.1-8B-Instruct-R-21-09-24,0.589648798521257,0.5252560319388995,0.2175226586102719,0.24496644295302014,0.37433862433862436,0.3547207446808511
Vikhrmodels/Vikhr-Nemo-12B-Instruct-R-21-09-24,0.5415896487985212,0.5184863738934212,0.1714501510574018,0.2911073825503356,0.4060846560846561,0.33976063829787234
Weyaxi/Bagel-Hermes-2x34B,0.4879852125693161,0.4907134178094081,0.06042296072507553,0.32802013422818793,0.45105820105820105,0.4588597074468085
Weyaxi/Bagel-Hermes-34B-Slerp,0.38817005545286504,0.5884395070300296,0.06042296072507553,0.3347315436241611,0.46164021164021163,0.4703291223404255
Weyaxi/Einstein-v4-7B,0.41404805914972276,0.3837875368859573,0.0188821752265861,0.28187919463087246,0.4669312169312169,0.22589760638297873
Weyaxi/Einstein-v6.1-Llama3-8B,0.39926062846580407,0.49800381878146155,0.06797583081570997,0.28187919463087246,0.42063492063492064,0.3130817819148936
Weyaxi/Einstein-v6.1-developed-by-Weyaxi-Llama3-8B,0.3345656192236599,0.5018226002430134,0.07175226586102719,0.27348993288590606,0.43253968253968256,0.30925864361702127
Weyaxi/Einstein-v7-Qwen2-7B,0.34750462107208874,0.5113695538968929,0.19939577039274925,0.29949664429530204,0.43915343915343913,0.4095744680851064
Weyaxi/Einstein-v8-Llama3.2-1B,0.13863216266173753,0.29734421107446624,0.0007552870090634441,0.25838926174496646,0.3611111111111111,0.11610704787234043
Weyaxi/SauerkrautLM-UNA-SOLAR-Instruct,0.39186691312384475,0.5146675924318694,0.04607250755287009,0.311241610738255,0.3968253968253968,0.31532579787234044
WizardLMTeam/WizardLM-13B-V1.0,0.11829944547134935,0.2877972574205867,0.0,0.25922818791946306,0.3492063492063492,0.11660571808510638
WizardLMTeam/WizardLM-13B-V1.2,0.2828096118299446,0.4429786495400104,0.0188821752265861,0.2609060402684564,0.4365079365079365,0.25191156914893614
WizardLMTeam/WizardLM-70B-V1.0,0.4399260628465804,0.5565006075334143,0.03927492447129909,0.26593959731543626,0.43783068783068785,0.34466422872340424
Wladastic/Mini-Think-Base-1B,0.4953789279112754,0.3549730949487936,0.07326283987915408,0.2634228187919463,0.32671957671957674,0.17719414893617022
Xclbr7/Arcanum-12b,0.23844731977818853,0.5240409651102239,0.11933534743202417,0.32046979865771813,0.4166666666666667,0.3586269946808511
Xclbr7/Hyena-12b,0.2828096118299446,0.5440027772956084,0.11329305135951662,0.2978187919463087,0.39814814814814814,0.3439162234042553
Xclbr7/caliburn-12b,0.3123844731977819,0.5488630446103107,0.11253776435045318,0.33640939597315433,0.42857142857142855,0.36751994680851063
Xclbr7/caliburn-v2-12b,0.23844731977818853,0.5117167158479431,0.10498489425981873,0.3263422818791946,0.4365079365079365,0.37840757978723405
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,0.4676524953789279,0.34959208470751607,0.06570996978851963,0.26593959731543626,0.3306878306878307,0.1745345744680851
Xiaojian9992024/Llama3.2-1B-THREADRIPPER,0.49168207024029575,0.35236938031591736,0.07401812688821752,0.2609060402684564,0.31216931216931215,0.17627992021276595
Xiaojian9992024/Phi-4-Megatron-Empathetic,0.012939001848428836,0.6656830411386911,0.26963746223564955,0.3859060402684564,0.5066137566137566,0.5082280585106383
Xiaojian9992024/Phi-4-mini-UNOFFICAL,0.08317929759704251,0.29109529595556327,0.0,0.2407718120805369,0.335978835978836,0.11444481382978723
Xiaojian9992024/Qwen2.5-7B-MS-Destroyer,0.6857670979667283,0.5445235202221836,0.459214501510574,0.30453020134228187,0.42592592592592593,0.4412400265957447
Xiaojian9992024/Qwen2.5-Dyanka-7B-Preview-v0.2,0.6173752310536045,0.5348029855927791,0.47205438066465255,0.2936241610738255,0.44576719576719576,0.4370844414893617
Xiaojian9992024/Qwen2.5-Dyanka-7B-Preview,0.7282809611829945,0.551640340218712,0.4879154078549849,0.31711409395973156,0.4470899470899471,0.43758311170212766
Xiaojian9992024/Qwen2.5-THREADRIPPER-Medium-Censored,0.7818853974121996,0.6412081235896546,0.533987915407855,0.3347315436241611,0.4126984126984127,0.49285239361702127
Xiaojian9992024/Qwen2.5-THREADRIPPER-Small-AnniversaryEdition,0.7097966728280961,0.5438291963200833,0.5075528700906344,0.2684563758389262,0.37962962962962965,0.4393284574468085
Xiaojian9992024/Qwen2.5-THREADRIPPER-Small,0.7356746765249538,0.5460857490019094,0.4735649546827795,0.3104026845637584,0.43386243386243384,0.4356715425531915
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,0.35304990757855825,0.4032286061447665,0.08308157099697885,0.25838926174496646,0.3373015873015873,0.26412898936170215
Xiaojian9992024/Reflection-L3.2-JametMiniMix-3B,0.4011090573012939,0.4391598680784586,0.11933534743202417,0.29446308724832215,0.3664021164021164,0.29878656914893614
Xkev/Llama-3.2V-11B-cot,0.3364140480591497,0.4954001041485853,0.1555891238670695,0.2953020134228188,0.41534391534391535,0.35871010638297873
YOYO-AI/Qwen2.5-14B-1M-YOYO-V3,0.8151571164510166,0.6427703523693803,0.5354984894259819,0.3288590604026846,0.4126984126984127,0.5206948138297872
YOYO-AI/Qwen2.5-14B-YOYO-0505,0.5231053604436229,0.6512758201701093,0.4433534743202417,0.3733221476510067,0.4748677248677249,0.5370678191489362
YOYO-AI/Qwen2.5-14B-YOYO-0510-v2,0.532347504621072,0.6528380489498351,0.44410876132930516,0.38171140939597314,0.47354497354497355,0.5380651595744681
YOYO-AI/Qwen2.5-14B-YOYO-0805,0.5231053604436229,0.6512758201701093,0.4433534743202417,0.3733221476510067,0.4748677248677249,0.5370678191489362
YOYO-AI/Qwen2.5-14B-YOYO-1005-v2,0.532347504621072,0.65266446797431,0.4433534743202417,0.38422818791946306,0.4722222222222222,0.5371509308510638
YOYO-AI/Qwen2.5-14B-YOYO-1005,0.5360443622920518,0.6516229821211595,0.452416918429003,0.3808724832214765,0.4722222222222222,0.5382313829787234
YOYO-AI/Qwen2.5-14B-YOYO-1010-v2,0.532347504621072,0.6528380489498351,0.44410876132930516,0.38171140939597314,0.47354497354497355,0.5380651595744681
YOYO-AI/Qwen2.5-14B-YOYO-1010,0.5286506469500925,0.6516229821211595,0.4509063444108761,0.38338926174496646,0.47354497354497355,0.5375664893617021
YOYO-AI/Qwen2.5-14B-YOYO-SCE,0.5212569316081331,0.6467627148064572,0.46148036253776437,0.37416107382550334,0.4695767195767196,0.5380651595744681
YOYO-AI/Qwen2.5-14B-YOYO-V4-p1,0.7929759704251387,0.6502343343169589,0.5332326283987915,0.34563758389261745,0.41798941798941797,0.5019946808510638
YOYO-AI/Qwen2.5-14B-YOYO-V4-p2,0.7726432532347505,0.6328762367644506,0.5166163141993958,0.3271812080536913,0.4417989417989418,0.49675864361702127
YOYO-AI/Qwen2.5-14B-YOYO-V4,0.8114602587800369,0.6474570387085575,0.5347432024169184,0.3221476510067114,0.41005291005291006,0.5169547872340425
YOYO-AI/Qwen2.5-14B-YOYO-latest-V2,0.744916820702403,0.6271480645721229,0.5158610271903323,0.3540268456375839,0.42857142857142855,0.5223570478723404
